Dipeptide,L2_IDR_Alveolata,L2_IDR_Fungi,L2_IDR_Metazoa,L2_IDR_Stramenopiles,L2_IDR_Streptophyta,L2_structure_Alveolata,L2_structure_Fungi,L2_structure_Metazoa,L2_structure_Stramenopiles,L2_structure_Streptophyta
VG,0.0,0.0,0.0007830853563038371,0.004699248120300752,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0019193857965451055,0.0027472527472527475,0.00089126559714795
VH,0.0,0.0,0.0015661707126076742,0.0018796992481203006,0.0017657445556209534,0.0023501762632197414,0.0,0.005758157389635317,0.0018315018315018315,0.0024509803921568627
VI,0.00202020202020202,0.0,0.0015661707126076742,0.0018796992481203006,0.002354326074161271,0.0,0.0,0.0,0.001221001221001221,0.0011140819964349377
VK,0.0,0.0,0.004698512137823023,0.0018796992481203006,0.0017657445556209534,0.0023501762632197414,0.002320185614849188,0.003198976327575176,0.0015262515262515263,0.001336898395721925
VL,0.00404040404040404,0.0,0.003915426781519186,0.0018796992481203006,0.003531489111241907,0.0023501762632197414,0.002320185614849188,0.0012795905310300703,0.004578754578754579,0.006238859180035651
VM,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0017657445556209534,0.0023501762632197414,0.0,0.0,0.0009157509157509158,0.001336898395721925
VN,0.00808080808080808,0.0,0.0007830853563038371,0.0009398496240601503,0.0011771630370806356,0.0,0.002320185614849188,0.0012795905310300703,0.004578754578754579,0.002005347593582888
VP,0.0,0.009852216748768473,0.0015661707126076742,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0025591810620601407,0.0009157509157509158,0.0017825311942959
VQ,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.004640371229698376,0.0,0.0030525030525030525,0.002005347593582888
VR,0.00404040404040404,0.0,0.0007830853563038371,0.0018796992481203006,0.004708652148322542,0.0023501762632197414,0.0,0.003198976327575176,0.0009157509157509158,0.004010695187165776
VS,0.00202020202020202,0.0,0.0023492560689115116,0.002819548872180451,0.0005885815185403178,0.0011750881316098707,0.0,0.0012795905310300703,0.001221001221001221,0.004901960784313725
VT,0.00202020202020202,0.0,0.0007830853563038371,0.0018796992481203006,0.002354326074161271,0.0,0.0,0.0,0.0009157509157509158,0.005570409982174688
VV,0.0,0.0049261083743842365,0.0031323414252153485,0.0018796992481203006,0.002942907592701589,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.0015597147950089127
VW,0.0,0.0,0.0015661707126076742,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0002228163992869875
VY,0.0,0.0,0.0,0.0009398496240601503,0.0,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.0022281639928698753
WA,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WC,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0
WD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228163992869875
WE,0.0,0.0,0.0031323414252153485,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228163992869875
WF,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0
WG,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.002320185614849188,0.0,0.00030525030525030525,0.0
WH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228163992869875
WK,0.0,0.0,0.0,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0
WL,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0,0.0,0.0006397952655150352,0.0006105006105006105,0.0002228163992869875
WM,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0
WN,0.0,0.0,0.0023492560689115116,0.0,0.0,0.0,0.002320185614849188,0.0,0.0,0.0
WP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WR,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.0006397952655150352,0.0,0.0002228163992869875
WS,0.00202020202020202,0.0,0.0,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0
WT,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0009398496240601503,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0002228163992869875
WW,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YA,0.0,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0,0.0,0.0002228163992869875
YC,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YD,0.00808080808080808,0.009852216748768473,0.0023492560689115116,0.0,0.014714537963507945,0.0,0.0,0.005118362124120281,0.001221001221001221,0.008467023172905526
YE,0.0,0.009852216748768473,0.0015661707126076742,0.0009398496240601503,0.0005885815185403178,0.005875440658049354,0.0,0.006397952655150352,0.007020757020757021,0.0022281639928698753
YF,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0011750881316098707,0.0,0.0006397952655150352,0.00030525030525030525,0.0006684491978609625
YG,0.006060606060606061,0.029556650246305417,0.0,0.0,0.002354326074161271,0.0023501762632197414,0.002320185614849188,0.0012795905310300703,0.0006105006105006105,0.000445632798573975
YH,0.00404040404040404,0.0049261083743842365,0.0,0.0009398496240601503,0.0011771630370806356,0.0,0.0,0.0012795905310300703,0.0,0.000445632798573975
YI,0.00404040404040404,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0,0.0,0.0,0.0,0.000445632798573975
YK,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006105006105006105,0.0002228163992869875
YL,0.00202020202020202,0.0,0.0031323414252153485,0.0,0.0,0.009400705052878966,0.009280742459396751,0.004478566858605247,0.003357753357753358,0.0024509803921568627
YM,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0035252643948296123,0.0,0.0,0.0006105006105006105,0.002896613190730838
YN,0.00404040404040404,0.0,0.0023492560689115116,0.0,0.0011771630370806356,0.0,0.0,0.0012795905310300703,0.00030525030525030525,0.0006684491978609625
YP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006684491978609625
YQ,0.00202020202020202,0.0,0.0007830853563038371,0.0,0.0,0.004700352526439483,0.004640371229698376,0.0019193857965451055,0.00030525030525030525,0.0002228163992869875
YR,0.00404040404040404,0.0,0.0031323414252153485,0.0037593984962406013,0.0005885815185403178,0.0,0.0,0.003198976327575176,0.0015262515262515263,0.000445632798573975
YS,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0,0.0023501762632197414,0.0,0.0006397952655150352,0.00030525030525030525,0.0006684491978609625
YT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030525030525030525,0.0011140819964349377
YV,0.00202020202020202,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0011750881316098707,0.0,0.0006397952655150352,0.002136752136752137,0.0
YW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228163992869875
YY,0.00202020202020202,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0,0.002320185614849188,0.0019193857965451055,0.0,0.002896613190730838
