Dipeptide,L3_IDR_Alveolata,L3_IDR_Fungi,L3_IDR_Metazoa,L3_IDR_Rhizaria,L3_IDR_Streptophyta,L3_structure_Alveolata,L3_structure_Fungi,L3_structure_Metazoa,L3_structure_Rhizaria,L3_structure_Streptophyta
KM,0.0023940627244433805,0.0011587485515643105,0.0014677103718199608,0.0,0.0,0.001778003556007112,0.0022482014388489208,0.0016273393002441008,0.002242152466367713,0.004657933042212519
KN,0.0031122815417763947,0.002317497103128621,0.0009784735812133072,0.0,0.0011001100110011,0.005334010668021336,0.0049460431654676255,0.0020341741253051262,0.0,0.0020378457059679767
KP,0.0019152501795547043,0.0,0.0019569471624266144,0.0,0.0011001100110011,0.001016002032004064,0.0008992805755395684,0.0012205044751830757,0.0,0.0002911208151382824
KQ,0.0035910940866650705,0.004634994206257242,0.0009784735812133072,0.0,0.0044004400440044,0.007366014732029464,0.006744604316546762,0.008136696501220505,0.01569506726457399,0.004657933042212519
KR,0.011730907349772564,0.0011587485515643105,0.018590998043052837,0.0,0.007150715071507151,0.006858013716027432,0.0035971223021582736,0.0040683482506102524,0.004484304932735426,0.0008733624454148472
KS,0.005985156811108451,0.002317497103128621,0.011741682974559686,0.0,0.0038503850385038503,0.0063500127000254,0.0044964028776978415,0.005695687550854353,0.006726457399103139,0.007860262008733625
KT,0.0031122815417763947,0.0,0.003913894324853229,0.0,0.00055005500550055,0.0027940055880111762,0.002697841726618705,0.0008136696501220504,0.0,0.0020378457059679767
KV,0.0031122815417763947,0.0,0.0019569471624266144,0.0,0.0,0.004826009652019304,0.0044964028776978415,0.004882017900732303,0.004484304932735426,0.010480349344978166
KW,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.000508001016002032,0.0,0.0004068348250610252,0.0,0.0011644832605531296
KY,0.0026334689968877186,0.002317497103128621,0.0009784735812133072,0.0,0.00055005500550055,0.009144018288036576,0.0049460431654676255,0.0020341741253051262,0.004484304932735426,0.0002911208151382824
LA,0.0033516878142207324,0.0011587485515643105,0.0004892367906066536,0.006711409395973154,0.007700770077007701,0.004826009652019304,0.0049460431654676255,0.0040683482506102524,0.006726457399103139,0.010771470160116448
LC,0.0011970313622216902,0.0,0.0,0.0,0.0,0.000762001524003048,0.0004496402877697842,0.0052888527257933275,0.0,0.004949053857350801
LD,0.0014364376346660283,0.0,0.0009784735812133072,0.006711409395973154,0.0016501650165016502,0.0063500127000254,0.008992805755395683,0.006916192026037429,0.004484304932735426,0.009024745269286753
LE,0.0031122815417763947,0.0034762456546929316,0.003913894324853229,0.0,0.0,0.006604013208026416,0.00539568345323741,0.0052888527257933275,0.002242152466367713,0.008733624454148471
LF,0.0016758439071103662,0.0,0.0009784735812133072,0.0,0.00055005500550055,0.003556007112014224,0.00539568345323741,0.005695687550854353,0.006726457399103139,0.005240174672489083
LG,0.0028728752693320567,0.0,0.0014677103718199608,0.0,0.00055005500550055,0.002032004064008128,0.007194244604316547,0.00935720097640358,0.006726457399103139,0.008442503639010189
LH,0.0016758439071103662,0.002317497103128621,0.0009784735812133072,0.0,0.00055005500550055,0.001778003556007112,0.0022482014388489208,0.0024410089503661514,0.0,0.0
LI,0.0014364376346660283,0.0,0.0,0.0,0.0,0.00254000508001016,0.003147482014388489,0.004475183075671277,0.008968609865470852,0.0026200873362445414
LK,0.005027531721331099,0.002317497103128621,0.003424657534246575,0.0,0.0,0.01016002032004064,0.006744604316546762,0.00854353132628153,0.0,0.004949053857350801
LL,0.0028728752693320567,0.0,0.0009784735812133072,0.0,0.0011001100110011,0.007112014224028448,0.014388489208633094,0.010577705451586655,0.011210762331838564,0.013100436681222707
LM,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.0063500127000254,0.005845323741007194,0.007729861676159479,0.004484304932735426,0.010189228529839884
LN,0.0019152501795547043,0.0,0.0,0.0,0.00055005500550055,0.004826009652019304,0.002697841726618705,0.0028478437754271765,0.006726457399103139,0.0040756914119359534
LP,0.0011970313622216902,0.0,0.0004892367906066536,0.0,0.0,0.000508001016002032,0.0004496402877697842,0.0024410089503661514,0.0,0.0020378457059679767
LQ,0.0033516878142207324,0.0011587485515643105,0.0014677103718199608,0.0,0.0,0.006096012192024384,0.009892086330935251,0.0028478437754271765,0.006726457399103139,0.0017467248908296944
LR,0.0038305003591094086,0.0011587485515643105,0.003424657534246575,0.006711409395973154,0.0016501650165016502,0.0027940055880111762,0.005845323741007194,0.007729861676159479,0.006726457399103139,0.0002911208151382824
LS,0.005266937993775437,0.0011587485515643105,0.002446183953033268,0.0,0.0022002200220022,0.00254000508001016,0.0022482014388489208,0.004882017900732303,0.008968609865470852,0.005822416302765648
LT,0.0019152501795547043,0.0,0.0004892367906066536,0.0,0.0016501650165016502,0.001778003556007112,0.00539568345323741,0.0040683482506102524,0.004484304932735426,0.007860262008733625
LV,0.0038305003591094086,0.0,0.0004892367906066536,0.0,0.0022002200220022,0.0055880111760223524,0.012140287769784174,0.006102522375915379,0.006726457399103139,0.010771470160116448
LW,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.0,0.0004496402877697842,0.0,0.0,0.0005822416302765648
LY,0.0,0.0,0.0,0.0,0.0,0.000254000508001016,0.0004496402877697842,0.0008136696501220504,0.0,0.0002911208151382824
MA,0.0009576250897773521,0.0,0.0,0.0,0.0,0.000762001524003048,0.002697841726618705,0.0012205044751830757,0.002242152466367713,0.004949053857350801
MC,0.0,0.0,0.0,0.0,0.0,0.000508001016002032,0.0004496402877697842,0.0004068348250610252,0.0,0.0
MD,0.0011970313622216902,0.002317497103128621,0.0019569471624266144,0.0,0.0,0.001778003556007112,0.00539568345323741,0.0016273393002441008,0.0,0.00611353711790393
ME,0.0016758439071103662,0.0034762456546929316,0.0029354207436399216,0.0,0.0011001100110011,0.004572009144018288,0.003147482014388489,0.004475183075671277,0.002242152466367713,0.0017467248908296944
MF,0.0,0.0,0.0,0.0,0.0,0.000762001524003048,0.0008992805755395684,0.0,0.0,0.0
MG,0.00023940627244433804,0.0,0.0,0.0,0.0,0.006096012192024384,0.0008992805755395684,0.008136696501220505,0.008968609865470852,0.004657933042212519
MH,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000508001016002032,0.0,0.0,0.0,0.0
MI,0.00047881254488867607,0.0,0.0,0.0,0.0,0.000762001524003048,0.0008992805755395684,0.0016273393002441008,0.002242152466367713,0.0008733624454148472
MK,0.0009576250897773521,0.0,0.0004892367906066536,0.0,0.0,0.004826009652019304,0.0017985611510791368,0.0024410089503661514,0.0,0.0005822416302765648
ML,0.0007182188173330142,0.0,0.0,0.0,0.0,0.001524003048006096,0.0044964028776978415,0.0024410089503661514,0.004484304932735426,0.0034934497816593887
MM,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.0,0.000762001524003048,0.0,0.0008136696501220504,0.0,0.0005822416302765648
MN,0.00047881254488867607,0.0,0.0,0.0,0.0,0.000762001524003048,0.0013489208633093526,0.0012205044751830757,0.0,0.0
MP,0.0007182188173330142,0.0,0.0009784735812133072,0.0,0.00055005500550055,0.002286004572009144,0.0,0.0,0.0,0.0005822416302765648
MQ,0.0007182188173330142,0.0,0.0009784735812133072,0.0,0.0,0.00254000508001016,0.0008992805755395684,0.0016273393002441008,0.006726457399103139,0.0002911208151382824
MR,0.0007182188173330142,0.002317497103128621,0.0009784735812133072,0.0,0.0016501650165016502,0.003302006604013208,0.0004496402877697842,0.0024410089503661514,0.002242152466367713,0.0040756914119359534
MS,0.00023940627244433804,0.0,0.0,0.0,0.0,0.002032004064008128,0.0022482014388489208,0.0012205044751830757,0.0,0.0
MT,0.00047881254488867607,0.0,0.0004892367906066536,0.0,0.0,0.000508001016002032,0.0004496402877697842,0.0008136696501220504,0.002242152466367713,0.0011644832605531296
MV,0.00047881254488867607,0.0,0.0,0.0,0.0,0.00127000254000508,0.0017985611510791368,0.0016273393002441008,0.0,0.006404657933042212
MW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MY,0.0,0.0,0.0004892367906066536,0.0,0.0,0.0,0.0,0.0,0.0,0.0002911208151382824
NA,0.0016758439071103662,0.0,0.0,0.006711409395973154,0.0,0.003048006096012192,0.0017985611510791368,0.0016273393002441008,0.0,0.0017467248908296944
NC,0.0,0.0,0.0,0.0,0.0,0.001016002032004064,0.0,0.0004068348250610252,0.0,0.0
ND,0.0023940627244433805,0.005793742757821553,0.0019569471624266144,0.006711409395973154,0.0016501650165016502,0.002286004572009144,0.008093525179856115,0.0024410089503661514,0.002242152466367713,0.004949053857350801
NE,0.0026334689968877186,0.0,0.0019569471624266144,0.0,0.0027502750275027505,0.006096012192024384,0.0022482014388489208,0.004882017900732303,0.004484304932735426,0.0011644832605531296
NF,0.0007182188173330142,0.0,0.0,0.0,0.0016501650165016502,0.000762001524003048,0.0008992805755395684,0.0,0.0,0.0005822416302765648
NG,0.0028728752693320567,0.0011587485515643105,0.002446183953033268,0.0,0.009900990099009901,0.002032004064008128,0.0004496402877697842,0.0012205044751830757,0.004484304932735426,0.0
NH,0.0014364376346660283,0.0034762456546929316,0.0009784735812133072,0.0,0.0011001100110011,0.004064008128016256,0.0008992805755395684,0.0004068348250610252,0.0,0.0002911208151382824
NI,0.0014364376346660283,0.0,0.0009784735812133072,0.0,0.0,0.002286004572009144,0.0013489208633093526,0.0008136696501220504,0.002242152466367713,0.0011644832605531296
NK,0.004069906631553747,0.0011587485515643105,0.0014677103718199608,0.0,0.0011001100110011,0.002286004572009144,0.00539568345323741,0.0012205044751830757,0.0,0.0005822416302765648
NL,0.0014364376346660283,0.0,0.0009784735812133072,0.0,0.0,0.002286004572009144,0.0017985611510791368,0.003661513425549227,0.004484304932735426,0.006695778748180495
NM,0.0,0.0,0.0,0.0,0.0,0.001016002032004064,0.0,0.0008136696501220504,0.0,0.0008733624454148472
NN,0.0021546564519990424,0.0,0.0009784735812133072,0.0,0.0044004400440044,0.003302006604013208,0.0,0.0012205044751830757,0.0,0.0002911208151382824
NP,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.001778003556007112,0.0044964028776978415,0.0024410089503661514,0.0,0.0
NQ,0.0011970313622216902,0.0,0.0,0.0,0.0016501650165016502,0.0027940055880111762,0.002697841726618705,0.0008136696501220504,0.002242152466367713,0.0005822416302765648
NR,0.0028728752693320567,0.010428736964078795,0.0014677103718199608,0.006711409395973154,0.011001100110011002,0.001778003556007112,0.002697841726618705,0.0024410089503661514,0.0,0.0
NS,0.0038305003591094086,0.006952491309385863,0.002446183953033268,0.0,0.0016501650165016502,0.002032004064008128,0.0017985611510791368,0.0028478437754271765,0.0,0.0011644832605531296
NT,0.0016758439071103662,0.0011587485515643105,0.0009784735812133072,0.0,0.00055005500550055,0.004826009652019304,0.00539568345323741,0.006102522375915379,0.004484304932735426,0.005240174672489083
NV,0.0011970313622216902,0.0,0.0014677103718199608,0.0,0.0,0.003048006096012192,0.0004496402877697842,0.0024410089503661514,0.0,0.0008733624454148472
NW,0.0,0.0,0.0,0.0,0.0011001100110011,0.001016002032004064,0.0,0.0004068348250610252,0.0,0.0
NY,0.0007182188173330142,0.0034762456546929316,0.0,0.0,0.0011001100110011,0.001524003048006096,0.0017985611510791368,0.0,0.0,0.0002911208151382824
PA,0.0019152501795547043,0.0011587485515643105,0.0,0.013422818791946308,0.00055005500550055,0.00127000254000508,0.0,0.0016273393002441008,0.0,0.0017467248908296944
PC,0.00047881254488867607,0.0,0.0,0.0,0.0,0.001778003556007112,0.0017985611510791368,0.0032546786004882017,0.004484304932735426,0.003202328966521106
PD,0.0023940627244433805,0.0011587485515643105,0.003424657534246575,0.0,0.0016501650165016502,0.004318008636017272,0.00539568345323741,0.0024410089503661514,0.006726457399103139,0.0011644832605531296
PE,0.0016758439071103662,0.0,0.0029354207436399216,0.0,0.0,0.0027940055880111762,0.0004496402877697842,0.0020341741253051262,0.0,0.0
PF,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.000254000508001016,0.0008992805755395684,0.0008136696501220504,0.0,0.0005822416302765648
PG,0.0009576250897773521,0.0011587485515643105,0.0,0.0,0.0027502750275027505,0.002286004572009144,0.0008992805755395684,0.0012205044751830757,0.002242152466367713,0.0008733624454148472
PH,0.00047881254488867607,0.002317497103128621,0.0,0.006711409395973154,0.00055005500550055,0.00381000762001524,0.0022482014388489208,0.0032546786004882017,0.004484304932735426,0.0040756914119359534
PI,0.0007182188173330142,0.0011587485515643105,0.0004892367906066536,0.0,0.00055005500550055,0.000508001016002032,0.0013489208633093526,0.0004068348250610252,0.0,0.0017467248908296944
PK,0.0021546564519990424,0.0011587485515643105,0.0004892367906066536,0.0,0.0,0.00254000508001016,0.0,0.0016273393002441008,0.0,0.00611353711790393
PL,0.0014364376346660283,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000762001524003048,0.0008992805755395684,0.0004068348250610252,0.002242152466367713,0.0023289665211062593
PM,0.00023940627244433804,0.0,0.0014677103718199608,0.0,0.0,0.0,0.0008992805755395684,0.0,0.0,0.0
PN,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.004826009652019304,0.003147482014388489,0.0016273393002441008,0.0,0.0008733624454148472
PP,0.0031122815417763947,0.006952491309385863,0.003913894324853229,0.020134228187919462,0.0,0.001778003556007112,0.0,0.0,0.0,0.00960698689956332
PQ,0.0007182188173330142,0.002317497103128621,0.0004892367906066536,0.0,0.00055005500550055,0.000254000508001016,0.0004496402877697842,0.0008136696501220504,0.0,0.0020378457059679767
PR,0.0026334689968877186,0.009269988412514484,0.0029354207436399216,0.040268456375838924,0.0038503850385038503,0.0,0.0004496402877697842,0.0016273393002441008,0.0,0.00611353711790393
PS,0.004069906631553747,0.0034762456546929316,0.005870841487279843,0.006711409395973154,0.0016501650165016502,0.001016002032004064,0.002697841726618705,0.004882017900732303,0.0,0.0005822416302765648
PT,0.0016758439071103662,0.0,0.0009784735812133072,0.0,0.0,0.0,0.0017985611510791368,0.0024410089503661514,0.0,0.0008733624454148472
PV,0.00023940627244433804,0.0,0.0014677103718199608,0.0,0.00825082508250825,0.00127000254000508,0.0,0.0012205044751830757,0.004484304932735426,0.0011644832605531296
PW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004068348250610252,0.0,0.0
PY,0.0007182188173330142,0.004634994206257242,0.0014677103718199608,0.0,0.0044004400440044,0.000508001016002032,0.0008992805755395684,0.0,0.002242152466367713,0.0008733624454148472
QA,0.0023940627244433805,0.0011587485515643105,0.0014677103718199608,0.0,0.0011001100110011,0.00508001016002032,0.0017985611510791368,0.006102522375915379,0.002242152466367713,0.0008733624454148472
QC,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0004496402877697842,0.0024410089503661514,0.0,0.0005822416302765648
QD,0.0011970313622216902,0.004634994206257242,0.0009784735812133072,0.0,0.0038503850385038503,0.002286004572009144,0.0044964028776978415,0.0004068348250610252,0.0,0.0026200873362445414
QE,0.0026334689968877186,0.0,0.0029354207436399216,0.0,0.0011001100110011,0.004064008128016256,0.006744604316546762,0.003661513425549227,0.002242152466367713,0.006404657933042212
QF,0.00047881254488867607,0.0,0.0,0.0,0.0,0.00127000254000508,0.0004496402877697842,0.0,0.0,0.0020378457059679767
QG,0.0016758439071103662,0.002317497103128621,0.0004892367906066536,0.0,0.0011001100110011,0.000762001524003048,0.0040467625899280575,0.0040683482506102524,0.0,0.0002911208151382824
QH,0.00047881254488867607,0.002317497103128621,0.0019569471624266144,0.0,0.0,0.0027940055880111762,0.0044964028776978415,0.0052888527257933275,0.013452914798206279,0.004657933042212519
QI,0.0014364376346660283,0.0,0.0,0.0,0.0,0.003302006604013208,0.0008992805755395684,0.0032546786004882017,0.006726457399103139,0.0017467248908296944
QK,0.004309312903998085,0.0,0.002446183953033268,0.0,0.0011001100110011,0.005334010668021336,0.00539568345323741,0.0024410089503661514,0.006726457399103139,0.0020378457059679767
QL,0.0026334689968877186,0.0,0.0004892367906066536,0.0,0.0,0.004572009144018288,0.0085431654676259,0.011391375101708706,0.008968609865470852,0.004949053857350801
QM,0.00047881254488867607,0.002317497103128621,0.0004892367906066536,0.0,0.0,0.00254000508001016,0.0008992805755395684,0.004882017900732303,0.004484304932735426,0.0
QN,0.0011970313622216902,0.002317497103128621,0.0009784735812133072,0.0,0.0022002200220022,0.000762001524003048,0.0008992805755395684,0.0004068348250610252,0.004484304932735426,0.0008733624454148472
QP,0.00047881254488867607,0.0011587485515643105,0.0009784735812133072,0.0,0.0,0.001016002032004064,0.0004496402877697842,0.0,0.004484304932735426,0.0011644832605531296
QQ,0.0011970313622216902,0.008111239860950173,0.0004892367906066536,0.0,0.0,0.003048006096012192,0.0040467625899280575,0.004475183075671277,0.002242152466367713,0.0026200873362445414
QR,0.0031122815417763947,0.008111239860950173,0.0019569471624266144,0.0,0.0049504950495049506,0.004064008128016256,0.0044964028776978415,0.004475183075671277,0.004484304932735426,0.004657933042212519
QS,0.0014364376346660283,0.0,0.0014677103718199608,0.0,0.00055005500550055,0.00254000508001016,0.0044964028776978415,0.0032546786004882017,0.008968609865470852,0.006404657933042212
QT,0.00023940627244433804,0.0,0.0,0.0,0.0,0.000508001016002032,0.0013489208633093526,0.0012205044751830757,0.004484304932735426,0.001455604075691412
QV,0.0014364376346660283,0.0,0.0004892367906066536,0.0,0.0,0.001778003556007112,0.0022482014388489208,0.0020341741253051262,0.002242152466367713,0.0026200873362445414
QW,0.0007182188173330142,0.0,0.0,0.0,0.0,0.000254000508001016,0.0,0.0,0.0,0.0002911208151382824
QY,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000508001016002032,0.0035971223021582736,0.0028478437754271765,0.0,0.0
RA,0.005985156811108451,0.0034762456546929316,0.0004892367906066536,0.013422818791946308,0.0027502750275027505,0.0055880111760223524,0.0017985611510791368,0.0040683482506102524,0.002242152466367713,0.005240174672489083
RC,0.0,0.0,0.0009784735812133072,0.0,0.0,0.002286004572009144,0.0,0.0,0.002242152466367713,0.0008733624454148472
RD,0.021307158247546084,0.0776361529548088,0.0337573385518591,0.013422818791946308,0.05555555555555555,0.003048006096012192,0.002697841726618705,0.0052888527257933275,0.0,0.0023289665211062593
RE,0.02848934642087623,0.023174971031286212,0.041585127201565555,0.006711409395973154,0.04455445544554455,0.006604013208026416,0.00539568345323741,0.004882017900732303,0.006726457399103139,0.005822416302765648
RF,0.0023940627244433805,0.0011587485515643105,0.0004892367906066536,0.0,0.0,0.00254000508001016,0.0022482014388489208,0.003661513425549227,0.002242152466367713,0.005822416302765648
RG,0.012449126167105579,0.016222479721900347,0.007338551859099804,0.006711409395973154,0.018151815181518153,0.00254000508001016,0.0017985611510791368,0.004882017900732303,0.006726457399103139,0.005240174672489083
RH,0.004788125448886761,0.009269988412514484,0.007827788649706457,0.03355704697986577,0.013751375137513752,0.001016002032004064,0.0013489208633093526,0.0012205044751830757,0.0,0.004366812227074236
RI,0.0009576250897773521,0.0,0.0,0.0,0.0011001100110011,0.004826009652019304,0.0044964028776978415,0.008950366151342554,0.002242152466367713,0.001455604075691412
RK,0.012449126167105579,0.0034762456546929316,0.01908023483365949,0.0,0.009900990099009901,0.0027940055880111762,0.0040467625899280575,0.0040683482506102524,0.008968609865470852,0.00727802037845706
RL,0.0033516878142207324,0.0,0.002446183953033268,0.0,0.005500550055005501,0.004572009144018288,0.012589928057553957,0.006916192026037429,0.011210762331838564,0.004949053857350801
RM,0.00047881254488867607,0.0,0.0014677103718199608,0.0,0.0016501650165016502,0.001016002032004064,0.002697841726618705,0.0016273393002441008,0.0,0.0
RN,0.005027531721331099,0.005793742757821553,0.0014677103718199608,0.0,0.013751375137513752,0.00508001016002032,0.0013489208633093526,0.004882017900732303,0.004484304932735426,0.002911208151382824
RP,0.0021546564519990424,0.005793742757821553,0.0014677103718199608,0.006711409395973154,0.0044004400440044,0.001524003048006096,0.0008992805755395684,0.0012205044751830757,0.002242152466367713,0.0002911208151382824
RQ,0.0031122815417763947,0.008111239860950173,0.0029354207436399216,0.0,0.00055005500550055,0.00127000254000508,0.0044964028776978415,0.003661513425549227,0.006726457399103139,0.0
RR,0.022264783337323436,0.06373117033603708,0.05185909980430528,0.10738255033557047,0.023652365236523653,0.002286004572009144,0.0044964028776978415,0.006509357200976403,0.013452914798206279,0.006695778748180495
RS,0.029925784055542255,0.03360370799536501,0.06996086105675146,0.08053691275167785,0.0429042904290429,0.00381000762001524,0.0017985611510791368,0.005695687550854353,0.0,0.0026200873362445414
RT,0.0028728752693320567,0.0034762456546929316,0.003424657534246575,0.0,0.0027502750275027505,0.001778003556007112,0.0022482014388489208,0.0012205044751830757,0.0,0.003784570596797671
RV,0.0026334689968877186,0.0034762456546929316,0.0009784735812133072,0.0,0.0033003300330033004,0.0027940055880111762,0.0049460431654676255,0.0032546786004882017,0.002242152466367713,0.002911208151382824
RW,0.00023940627244433804,0.004634994206257242,0.0,0.0,0.0,0.000254000508001016,0.0,0.0008136696501220504,0.0,0.0005822416302765648
RY,0.004309312903998085,0.01853997682502897,0.0019569471624266144,0.006711409395973154,0.013201320132013201,0.004064008128016256,0.002697841726618705,0.0024410089503661514,0.0,0.0005822416302765648
SA,0.0033516878142207324,0.0011587485515643105,0.004403131115459882,0.0,0.00055005500550055,0.001524003048006096,0.0017985611510791368,0.0028478437754271765,0.002242152466367713,0.002911208151382824
SC,0.0007182188173330142,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000508001016002032,0.0004496402877697842,0.0008136696501220504,0.0,0.0002911208151382824
SD,0.004309312903998085,0.004634994206257242,0.006360078277886497,0.013422818791946308,0.00605060506050605,0.005334010668021336,0.0085431654676259,0.006916192026037429,0.011210762331838564,0.004366812227074236
SE,0.005985156811108451,0.0,0.007827788649706457,0.006711409395973154,0.005500550055005501,0.006604013208026416,0.0017985611510791368,0.004475183075671277,0.002242152466367713,0.002911208151382824
SF,0.0009576250897773521,0.0,0.0009784735812133072,0.0,0.0,0.004318008636017272,0.002697841726618705,0.0016273393002441008,0.002242152466367713,0.00960698689956332
SG,0.005027531721331099,0.009269988412514484,0.0019569471624266144,0.013422818791946308,0.00825082508250825,0.002032004064008128,0.0013489208633093526,0.0020341741253051262,0.002242152466367713,0.0005822416302765648
SH,0.004069906631553747,0.0011587485515643105,0.006360078277886497,0.006711409395973154,0.0027502750275027505,0.002032004064008128,0.0004496402877697842,0.0016273393002441008,0.004484304932735426,0.004949053857350801
SI,0.0014364376346660283,0.0011587485515643105,0.0014677103718199608,0.0,0.0,0.002032004064008128,0.0008992805755395684,0.0004068348250610252,0.0,0.0008733624454148472
SK,0.010294469715106535,0.0034762456546929316,0.015166340508806261,0.0,0.0011001100110011,0.005334010668021336,0.003147482014388489,0.0032546786004882017,0.0,0.0011644832605531296
SL,0.0033516878142207324,0.0011587485515643105,0.0009784735812133072,0.0,0.0011001100110011,0.007874015748031496,0.002697841726618705,0.004882017900732303,0.004484304932735426,0.003784570596797671
SM,0.00047881254488867607,0.0,0.0009784735812133072,0.0,0.0,0.000762001524003048,0.0013489208633093526,0.0004068348250610252,0.002242152466367713,0.0008733624454148472
SN,0.0035910940866650705,0.002317497103128621,0.0019569471624266144,0.013422818791946308,0.0016501650165016502,0.000762001524003048,0.002697841726618705,0.0028478437754271765,0.0,0.001455604075691412
SP,0.004069906631553747,0.009269988412514484,0.004892367906066536,0.040268456375838924,0.01485148514851485,0.000508001016002032,0.0022482014388489208,0.003661513425549227,0.0,0.003784570596797671
SQ,0.0014364376346660283,0.0011587485515643105,0.002446183953033268,0.0,0.00055005500550055,0.002286004572009144,0.0035971223021582736,0.0040683482506102524,0.004484304932735426,0.0020378457059679767
SR,0.025855877423988507,0.04287369640787949,0.06360078277886497,0.06040268456375839,0.03355335533553355,0.00381000762001524,0.003147482014388489,0.0052888527257933275,0.008968609865470852,0.0017467248908296944
SS,0.013885563801771606,0.0220162224797219,0.02054794520547945,0.040268456375838924,0.0088008800880088,0.002286004572009144,0.003147482014388489,0.003661513425549227,0.0,0.0023289665211062593
ST,0.0023940627244433805,0.0011587485515643105,0.004403131115459882,0.0,0.0011001100110011,0.000762001524003048,0.0017985611510791368,0.0004068348250610252,0.0,0.001455604075691412
SV,0.0021546564519990424,0.002317497103128621,0.0009784735812133072,0.0,0.0011001100110011,0.00127000254000508,0.0022482014388489208,0.0028478437754271765,0.0,0.0023289665211062593
SW,0.0009576250897773521,0.0,0.0004892367906066536,0.0,0.0,0.0,0.0004496402877697842,0.0004068348250610252,0.0,0.0005822416302765648
SY,0.0023940627244433805,0.005793742757821553,0.0004892367906066536,0.0,0.0033003300330033004,0.000762001524003048,0.0013489208633093526,0.0012205044751830757,0.002242152466367713,0.0017467248908296944
TA,0.0016758439071103662,0.0,0.0019569471624266144,0.0,0.0,0.001524003048006096,0.0017985611510791368,0.0016273393002441008,0.0,0.003202328966521106
TC,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.0,0.000508001016002032,0.0004496402877697842,0.0004068348250610252,0.0,0.0026200873362445414
TD,0.0009576250897773521,0.0011587485515643105,0.0019569471624266144,0.006711409395973154,0.0016501650165016502,0.002032004064008128,0.002697841726618705,0.0016273393002441008,0.008968609865470852,0.0011644832605531296
TE,0.0026334689968877186,0.0,0.0019569471624266144,0.0,0.0027502750275027505,0.003302006604013208,0.002697841726618705,0.0020341741253051262,0.002242152466367713,0.004949053857350801
TF,0.0009576250897773521,0.0,0.0,0.0,0.0,0.00127000254000508,0.0004496402877697842,0.0,0.002242152466367713,0.0005822416302765648
TG,0.0007182188173330142,0.0,0.0014677103718199608,0.0,0.00055005500550055,0.001524003048006096,0.0040467625899280575,0.0016273393002441008,0.0,0.005240174672489083
TH,0.0014364376346660283,0.0,0.0014677103718199608,0.0,0.0,0.00127000254000508,0.0008992805755395684,0.0012205044751830757,0.0,0.0005822416302765648
TI,0.0009576250897773521,0.0011587485515643105,0.0014677103718199608,0.0,0.0,0.00127000254000508,0.0017985611510791368,0.0004068348250610252,0.0,0.0005822416302765648
TK,0.0021546564519990424,0.0,0.0029354207436399216,0.0,0.00055005500550055,0.004826009652019304,0.007643884892086331,0.0040683482506102524,0.006726457399103139,0.002911208151382824
TL,0.0023940627244433805,0.005793742757821553,0.0009784735812133072,0.0,0.0,0.003556007112014224,0.0040467625899280575,0.0016273393002441008,0.004484304932735426,0.0020378457059679767
TM,0.0009576250897773521,0.0,0.0009784735812133072,0.0,0.00055005500550055,0.000762001524003048,0.0004496402877697842,0.0008136696501220504,0.002242152466367713,0.0005822416302765648
TN,0.0007182188173330142,0.0,0.0029354207436399216,0.0,0.00055005500550055,0.000508001016002032,0.0085431654676259,0.0024410089503661514,0.0,0.0011644832605531296
TP,0.0019152501795547043,0.002317497103128621,0.002446183953033268,0.0,0.0,0.000762001524003048,0.0004496402877697842,0.0016273393002441008,0.0,0.0011644832605531296
TQ,0.00023940627244433804,0.0,0.0019569471624266144,0.0,0.0,0.001778003556007112,0.0022482014388489208,0.0020341741253051262,0.002242152466367713,0.005240174672489083
TR,0.0021546564519990424,0.004634994206257242,0.0009784735812133072,0.0,0.0038503850385038503,0.004826009652019304,0.0008992805755395684,0.004475183075671277,0.002242152466367713,0.0020378457059679767
TS,0.0023940627244433805,0.0011587485515643105,0.0014677103718199608,0.0,0.0016501650165016502,0.00254000508001016,0.002697841726618705,0.0016273393002441008,0.0,0.0017467248908296944
TT,0.0007182188173330142,0.0,0.003424657534246575,0.0,0.00055005500550055,0.00254000508001016,0.0008992805755395684,0.0008136696501220504,0.0,0.0
TV,0.0009576250897773521,0.0,0.002446183953033268,0.0,0.0,0.000254000508001016,0.0008992805755395684,0.0004068348250610252,0.0,0.0002911208151382824
